,review,assessment
17,"Здравствуйте. Общие впечатления самые положительные, игра из детства, только у нас был морской бой. Покупали сыну 4 года, но для него сложно. На упаковке написано от 7 лет, оно и верно. Надеюсь позже будет заинтересован. Но вот взрослые играли с удовольствием. Одно но, крышка от чемоданчика, если заденешь, то падает, соответственно фишки тоже, что неудобно для ребёнка. Поэтому минус одна звезда., ",True
18,"Красота, конечно, но разлетелась с первого же попадания на пол. Нечего ронять, скажете вы, и будете правы, но настолько нежные игрушки - это печально  , ",True
19,"Сначала сборник игр произвёл хорошее впечатление, но когда начинаешь играть выясняются «сюрпризы». Например в инструкции о правилах в шахматах написано: посмотрите в интернете. Wtf? Так можно написать на каждую игру и не заморачиваться с печатанием инструкции. О чем собственно производитель подумал и решил к игре Мемополия и Фотовикторина не прикладывать инструкций вообще. По поводу качества игр: поле для шашек и шахмат и сами фигуры можно было ещё меньше сделать??? Понятно, что игра для детей, но они учатся играть со взрослыми и такой mini формат крайне не удобен. Так же в Падающей башне плохо зашлифованы бруски.  Ребёнок все равно доволен, но я как человек заплативший за эту игру крайне возмущена. Эти игры можно было все по отдельности приобрести и вероятность брака была бы ниже, я купилась на упаковку (хранить удобнее). Скупой платит дважды, как минимум шашки с шахматами придётся брать новые., ",False
20,"В целом игра хорошая, ребенка 4 года заинтересовало.Что не понравилось:1. Я ожидала, что игра-ходилка будет связана с карточками (например, попал на синее поле-надо ответить на вопрос из синей категории). В реальности это просто ходилка со счетом до 4-х. К карточкам ее привязать сложно, т.к карточки из разных категорий никак не помечены (просто все карточки пронумерованы) В 4 года уже не интересно. 2. Коробка огромная, а по факту 50% коробки -поле для ходилки. Если оставить только карточки и морковку, то всё с запасом поместилось бы в коробочку 20×30×103. Сами карточки местами названы некорректно. Например, "" подбери слово к животному"", а на картинках в качестве ""животных"" предлагаются гусеницы и пауки.4. Слова на карточках не всегда самые необходимые: например, какая первая буква и нарисовано здание. Ребенок считает, что это дом, а это-отель (зачем?). Или гамбургер. Зачем это слово с словаре ребенку 3-6лет?5. Морковка срабатывает не всегда правильно. При этом к части точек ее нужно просто прислонить, а где-то не сработает без нажатия. Плюс нажимать надо строго в определенном положении, при легком наклоне она может дать ошибочный звук на правильный ответ.6. Морковка оставляет черные следы на карточках. Т.е если навести ее не прям в центр точки, то останутся следы и ребенок повторно проходя карточки будет видеть куда он тыкал в прошлый раз, ",True
21,"Качественно изготовленные деревянные элементы,гладкие ,без заусенцев.Красивые ,яркие цвета прищепок и белья для развешивания.Взяла для внука ,играет с удовольствием ,недолго конечно,минут 10,потом прищепки крепятся где угодно ,только не на бельевой веревке,например,у бабушки на ушах?, ",True
22,"Интересная, но опечалены, что при вскрытие не оказалось желтых катапульт(, ",False
23,"Хорошая, простая игра для малышей 3-6 лет,  пластиковая лопатка-вертушка добавляет интереса детям, 2 уровня сложности, нам понравилась, сыну 3,7 тоже, играли раз 10 за 2 дня., ",True
24,"Несмотря на кажущуюся простоту, подобные игры очень здорово заставляют пошевелить мозгами. Во-первых: сложно с наскока сформулировать вопрос о себе, ответ на который помог бы себя идентифицировать. Во-вторых: непросто потом собрать воедино все эти ""да/нет"", чтобы найти правильный ответ. Возник, после большого числа партий уже будет опыт и игра пойдет быстрее, но по началу мы думали долго., ",True
25,"У нас уже давно детская коробка, но хотели классику. Вышла новогодняя коробочка, но производитель писал, что ничего не изменилось, только ""обложка"" коробки (это видно в фото товара) . Потом увидели, что многим приходят разные коробки в других магазинах. Написала издательству вопрос почему так. Ответили, что сейчас поступпают в продажу уже обновленные коррбочки с новым полем и удобным органайзером. Заказала. Надеялась, что придет именно новая версия. И да! Она у меня )))  во-первых, поле теперь съемное!!! Это огромный плюс. Раньше если идешь в гости с игрой, приходилось тащить огомную коробку, хотя надо лишь поле и карты. Теперь это исправили. В гости ходим налегке и с игрой в сумке) во-вторых, теперь отличный органайзер! Туда помещается 5 наборов карт!! Круто, у нас как раз появилось еще 4 допа, они влезли в эту коробку все. А еще шикарная ячейка для слонов, куда они идеально ровно поместились и ячейка для жетонов. Обе ячейки закрываются крышечкой!!!! Чтобы при транспортировке коррбке они не летали из угла в угол! Эта коробка идеальнейшая!!! Спасибо производителю, что продумал все!!! У меня прям слов нет!, ",True
26,"На мой взгляд одна из самых недооцененных настолок на рынке. Игра просто отличная, тем более за такую цену. Куплена в подарок сыну на д.р. 8 лет. Играем всей семьей и никак не наиграемся. Весело, динамично, и подумать есть над чем. Крайне рекомендуем., ",True
27,"При покупке мне был интересен размер букв (чтобы не маленькие были). Буквы примерно 2 * 2 см., без шероховатостей, удобные для детской руки. Картинки из плотного картона, заламинированы. Единственное, карточка в прорезь проскакивает, надо приноровиться её вставлять. Нам понравилось. Надеюсь мой отзыв будет полезен., ",True
28,"Очень интересная игра. Детям было трудновато вслепую, но когда видят свой рисунок - стало веселее. Интересно было даже просто порисовать в воздухе, а уж в соревновании -совсем разошлись. 
Некоторые задания нарисовать трудно, особенно поначалу, но со временем включилась фантазия, появились неожиданные варианты изображений. 
Очень рекомендую! , ",True
29,"Отличная развивающая игра для ребенка 4-5 лет. По моему мнению это лучшая подборка игровых полей в серии пикторин. Ребенку очень нравится., ",True
30,"Ни о чем. Купили т.к. фаната Финдуса и Петсона. Только вот от них - одно название и стиль иллюстраций. Они (их фигурки) в игре не участвуют, ими не ходишь, а только считаешь куриц/мюкл. Очень так себе. Отдельно хотела бы обратить внимание на качество картона, см. фото. Хорошо, что домики не нужно разбирать, ибо 2-3 сборку они бы просто не вынесли, ",True
31,"Рисунки отличные, не наклеенные. Но ребенку 5 лет скучные, ",True
32,"Захлопывается не сильно, скорее слегка закрывается. У ребёнка 5 лет больше впечатлений от закрытия руки, чем от игры. Но разобраться в сути можно и в 5 лет. Главное игр не глупая. Нужно считать карты, подбирать по цвету. На мой взгляд умнее чем «не разбуди бабулю», ",True
33,"Морковка говорит только да или нет, даже не на русском языке. Без родителей для ребенка это абсолбтно непонятная игра. Нужно прям сидеть и комментировать, где то даже самому придумывать правила игры, ",True
34,"Брала игру для себя, играем на работе - счастью нет предела! Мечтала об этой игре с 2010 года и вот - сбылась.
Очень интересные задания, продуманные пути. , ",True
35,"своеобразный набор игр, либо совсем для малышей ( вставить цвета в павлина, собрать пазлы из 2 частей, собрать огород, найти тени) либо для ребёнка который читает. морковку нужно ставить ровно, под углом неправильно сигнализирует., ",True
36,"Брали на подарок. Ребенок в восторге и родители тоже. Всем очень понравилась, брали сразу две, эту и соображарий 2, ",True
37,"Игра отличнейшая.жаль,что дополнения перестали выпускать,но есть расширенные версии ,которые, при желании, можно соединить с этой и будет ещё увлекательнее. Ребенок 6 лет играет с огромным энтузиазмом каждый день., ",True
38,"Раньше брал эту же игру за 529 рублей, потом подарил сестре. Решил снова купить, но подороже мол в коробке, удобно, все дела. Когда открыл, был разочарован. К самому содержимому претензий нет. Ничего не поломано, не порвано, всё содержимое на месте. Но есть претензии к самим картам. Карты маленькие, очень тонкие, не удобно ими играть. Те, что я покупал ранее (за ₽529), больше размером, толще картон, а, соответственно, более плотные, так ещё и в 3 раза дешевле (даже не в 2, а в 3). Не ведитесь на коробку., ",False
39,"Отличная игра! Детям очень понравилась. Подарили на новый год, сын доволен подарком. Рекомендую!, ",True
40,"Мальчик 5 лет в восторге, каждый день зовёт играть в нее, ",True
41,"Поиграли на ура. Качество отличное, карточки сами пластиковые. Не пожалеете о покупке. Как играть посмотрели на двух видео. Две колоды, синяя недвижимость, красная игровая, деньги и сюрпризы. Раздали по 5 игровых карт каждому, с синей верхнюю открыли, каждому по карте с красной колоды. Каждый делает ставку одновременно или пасует. Кто первый собрал 3 рядя цветовой недвижимости, тот и выиграл. В улу цифра говорит о количестве необходимых карт недвижимости. , ",True
42,"Средне,управлять шариком трудно было девочке 13 лет. На вид пластмасса и крылья такие себе . В общем по мне цена завышена за пластиковую головоломку., ",True
43,"За 50 р достойная игра, ",True
44,"В целом игра прикольная, много интересных заданий и ловушек на игровом поле. Картон твердый, красочный. Играем всей семьей, нескучная игра! Но… 
В комплекте 4 монстрика, у одного монстрика (зеленого) отломана ножка, из-за этого снимаю звездочку., ",True
45,"Отличная игра, ребёнку 3 года и 6 лет игра детям понравилось, с младшем играем без карточек со старшей с карточками., ",True
46,"Если дети постоянно шумят,бегают по комнатам,сбивая малышей с ног. Просто купи им Уно и они 1 час спокойно посидят и весело проиграют. Игра для деток школьников., ",True
47,"Очень нравится книга, ребенок любит играть, ",True
48,"Игра интересная. Развивает внимательность и быстроту реакции. Внутри книжечка с правилами. Возможно 5 вариантов игры, но вдвоём можно играть только в 3 варианта. Игра понравилась и мне и сыну 9 лет., ",True
49,"Очень понравилась игра, НО не было карточек мемори для игры , а вместо них поставили лишний набор пазлов (, ",True
50,"Классная, заинтересовала 2-ух летку и 4-ех , периодически достаем, играем), ",True
51,"Интересная игра. Долго разбирались в правилах первый раз, но это того стоит. Играем мы взрослые с детьми 6 и 8 лет, всем нравится. По времени не так долго, как классическая монополия. В среднем игра длится 30-40 мин. Качество всех деталей хорошее: прочный картон, металлические фигурки, толстый пластик. , ",True
52,"Яркие, плотные, качественные детальки , ",True
53,"Классическое мемо. Карточная игра яркая и красочная., ",True
54,"Может, мы в чем-то не разобрались, но после открытия ждало разочарование. Дешевые белые буквы на полых квадратиках и отдельно полуразрезанный лист с магнитами на поролоне.  Поролон надо вставлять в буквы, он не держится, выпадает, надо придумывать какой-то клей. Надо было пометить, что это набор ""сделай сам"" сомнительного качества.  Игровое поле бумажное, хлипкое., ",False
55,"Игра интересная,весёлая.Играли и дети и взрослые.Карточек много,качество  хорошее., ",True
56,"Качественная бумага купюр, красочные, прорисованы (50,100,200,500,2000,5000). Монеты пластмассовые (1,2,5,10). Монеты 2 и 5 одного размера. По количеству не считала. Коробка с лотками бумажная, думала пластик., ",True
57,"Очень классная дети и взрослые довольны., ",True
58,"Мне понравилась в целом игра, дети пока не играли, думаю заценят, ",True
59,"Супер, ",True
60,"Отличное домино в коробочке. Цена 119 была. , ",True
61,"Все хорошо, но слишком толстые, в руке помещается 4 шт, неудобно держать. Коробка качественная, но теряет вид из за лишней информации, могли бы отдельно напечатать. Плюс на коробке говориться, что в домино можно играть 40 разными способами, а ни одного не написали., ",True
62,"Отличная игра,играем с детьми с удовольствием.Всем советую.А для деток помладше есть вариант scrable в голубой коробке., ",True
63,"Отличные лабиринты. Двуручная игры улучшают взаимодействие между правым и левым полушариями мозга. Это особенно важно для детей до 12 лет, у которых ещё не созрел короткий путь между ними. В результате гармонизируется соотношение логики и эмоций: уходят капризы, улучшается творческая активность и способность к обучению, в том числе в точных дисциплинах. , ",True
64,"Ребенку понравилась..Принцип напоминает кубики Чаплыгина но удобннее и меньше.Понравилось что из дерева и можно крутить..Кстати,игрушки из дерева хорошо подходят детям с гиперактивностью ..тк у деревянных игрушек особая энергетика.Рекомендую к покупке, ",True
65,"Подарила 5 летний девочке, она в восторге. Игра на реакцию.  Дороже 1400 покупать бы не стала. Т к карточек не настолько много и эта игра скоро будет не интересна., ",True
66,"Якубовича не хватает только ), ",True
67,"Задумка у игрушки хорошая. Дочери 3.5, игрушка заинтересовала, задания понятные, интересные, но само исполнение игрушки не очень. Отверстия не совпадают, из за этого не всегда горит лампочка при правильном ответе, приходится в этот момент помогать ребёнку, и выглядит это все как то хлюпенько., ",True
68,"Доска хорошая, качественная, массивная. Но, вот сами фигуры и шашки хлипкие. Шашки вообще тонюсенькие. Разметки цифро-буквенной нет на доске, если надумаете заниматься шахматами, разучивая  партии, не получится. Внутренняя часть, где шахматы лежат, у меня с одной стороны отошла, неудобно,  мешает, надо клеить или вообще убрать, а фигуры хранить внутри россыпью. , ",True
69,"Хорошая, качественная картинка. Но нет грань которые держали бы квадратики между собой и они выпадают. Чтот очень не удобно, можно легко потерять. В дорогу с собой никуда не возьмешь. Очень расстроена, ждали игрушку как была у меня в детстве, а пришло совсем не то., ",True
70,"В целом задумка игры на развитие мышление,  моторики очень достойна. Взяла дочке на 4 года. Но очень расстроило, что в инструкции есть расхождение в цвете деталей (1шт), при чем темно синяя деталь в инструкции обозначена как фиолетовая??‍♀️  Я специально не брала дешевый вариант такой игры, так как читала что там такое встречается. И каково было мое разочарование, когда я увидела такое в этой игре!((((, ",True
71,"Долго хотела купить и не пожалела, что купила!цена по скидке 449 руб. для такой игры просто отлично!  Ребёнку 5,5 лет заинтересовала, очень мотивирует зелёная лампочка, которая загорается при правильном ответе! Благодаря этой лампочке ребёнок прежде чем соединить ответы думает и радуется когда видит что правильно отвечает.  Качество хорошее, задумка отличная. Для работы нужны 2 батарейки АА в комплект не входят., ",True
72,"Прекрасная игра, дошкольнику очень понравилась. Если бы листы с заданиями были на плотной бумаге, чтобы постоянно не поправлять при сдвигании, было бы еще лучше. , ",True
73,"Купили со скидкой обе версии. Вторая показалась интереснее для круга старше 30.  Интересное развлечение с добрыми заданиями, заставляет мозг шевелиться)), ",True
74,"Классная игра! Быстрая, лёгкая, весёлая. Взяли дочке (3 года), но чаще играем с мужем 😄, ",True
75,"Нам 10 месяцев, игрушка отлично тренирует пальчики на захват, но пока мы складываем всех пчёлок к себе в рот =), ",True
76,"Вообще не оценили хвалебных отзывов, есть ощущение, что игру переводили и так перевели, что написанное на картах не соответствует тому, что может быть в процессе игры., ",True
77,"Отличная, веселая и интересная игра , но нам попалась с браком , нет желтых стаканчиков, очень неприятно за такую цену ( коробка была запечатана ).Ребёнок расстроен!Придется искать альтернативу, ",True
78,"От старшего ребёнка много лото осталось, но половинок не было. Взяла эти, хотя смутили отзывы, что карточки мол мнутся, рвутся. Открыла и прям обидно за игру. Отличные плотные прозрачные карточки, нормальные карточки поля. У нас много лото, и это очень классное, не уступает более дорогим. Единственное, что для прозрачных карточек нет пакетика или мешочка, чтобы внутри коробки не болтались, как это есть в некоторых версиях лото, но пакетики из икеа в помощь. Сама игра да за 280р просто огонь., ",True
79,"Со своего детства любила такие электронные викторины. Они тогда ещё на КБС-ках были. Одно время их не было совсем. Дочери не удалось купить.Очень обрадовалась, когда увидела для внука. Купила на именины! Ребятишки собрались, взрослые, кто помнил - восхищению не было предела! И радость встречи с любимой игрой, и новые красивые карты. Их подбор - ВСЁ! Кроме пустяка - разводка была бракованная. Описание животных или вопросов вело к неверным ответам.Пришлось вернуть в магазин. Если не только наша игра, а вся партия такая, придётся ждать, когда привезут другую. Пока взять ещё раз не рискнули, так как в магазине при покупке проверить нельзя. Только после оплаты. Ну пенсия не резиновая. Возврат через несколько дней. Купили другую игру., ",True
80,"Игре нашей именно в этой версии ровно 4 года!!! Не скажу, что играем регулярно или раз в месяц, но одна из любимых игр. На данный момент детям 12, 10 и 5 лет. Играем с 8-летнего возраста старшей. Она у нас грамотная и с ней всё по-взрослому. Средняя не сильна в русском и вот тут обстановка очень юморная и напряженная. Младшей позволяем говорить слова без всяких правил, лишь бы принимала участие в свое удовольствие. Все стремятся как можно быстрее передать ход. Т.к я аккуратистка, то придумала передавать не бомбочку, дабы дети её не уронили, а карточку со слогом. А бомбочку надежно ставим посередине стола. Работает до сих пор (только недавно пришла пора сменить батарейки)., ",True
81,"Сама задумка хорошая, но исполнение, не дороже 5 руб. порезаться легко можно. Одни острые пластиковые заксенцы, жаль что такие вещи продаются в Детском мире. :(, ",False
82,"За 1700 купила , это очень дорого для такой игры. У нас целый шкаф настолок, в том числе подобных развлекательных. Почему- то я думала,  что страусы подвижные, поочереди выскакивают, и тогда нужно по ним бить! Ну нет , они все на одном уровне стоят , только свет загорается то на одном, то на другом. Вообщем , ерунда полная. Очень примитивно, недоработано. На 15 минут повелелиться  для компании детей на празднике. Красная цена рублей 700. Только за бренд деньги., ",True
83,"Карточки реалистичные,но пришлось потратить 40мин,чтоб на обратной стороне подписать всех и кто к чему относится. Покупала за 130р,впринципе для игры норм,но если бы подписи были заводские-удобнее было б однозначно. Нашла названия всех животных на офиц.сайте.
Город: люди, собаки, кошки, голуби
Ферма: коза, свинья, корова, куры
Лес: белка, заяц, лиса, медведь
Река: рак, лягушка, щука, бобёр
Пустыня: верблюд, тушканчик, ящерица, черепаха
Джунгли: леопард, тукан, броненосец, опоссум
Саванна: слон, жираф, антилопа, зебра
Прерии: сурок, гремучая змея, птица-секретарь, луговая собачка.
Арктическая пустыня:белый медведь, морж, морской котик, песец
Австралия: страус, утконос, кенгуру, ехидна., ",True
84,"взяла на подарок сыну 16 летие. он и его друзья оценили☺️😊, ",True
85,"Игрушка по качеству минут на 30. Кубик сырный трескается и рвется, хвосты у мышей отрываются сразу, ",False
86,"Купила для дочери, так как захотелось новую, необычную настольную игру. Игра действительно хорошая: качественные карточки, хорошие иллюстрации и понятные правила. Единственное, что расстроило - бомбочка. К сожалению, основной элемент игры не работает. Точнее, он ""взорвался"" пару раз, а затем перестал издавать звуки. Очень обидно, тем более, что игра не самая дешёвая., ",True
87,"Игра в мини-формате. 
Можно начинать играть с 3.6 лет вполне, придумав самим простейшие варианты заданий, используя несколько машин(например). 
Либо начиная с уровня новичок. 
Начиная от простого - к сложному. 
Главное показывать ребёнку, что машинки нужно двигать вперёд-назад, а не вытаскивать 🙂😃
Игра прекрасная, дайте папам, им понравится. 

, ",True
88,"Купили месяц назад , дети с увличением играют . Качество игры выше всех похвал. Можно играть в любом возрасте. На долго хватит,много уровней.Спасибо., ",True
89,"Неожиданно увлекательная игра. Оказывается она разработана под голосовой помощник Алису !!!! (под Салют Сбер тоже, но у нас его нет) Купил дочери 8 лет, чтобы она играла с подружками и немного отлипла от смартфона, но когда выяснилось, что она может работать под Алисой, снова понадобился ее смартфон). ...но в этом случае она хоть изнает много интересного и полезного! В первый вечер сели играть всей семьей: я, жена, дочь и сын (5 лет) Опомнились только в одиннадцатом часу!!!! Я давно не играл с таким увлечением. Выбрали первый уровень сложности, чтобы и младший ребенок мог отвечать. Ему очень понравились вопросы стишки, но были и сложные вопросы. Алиса просто спасала его- давала подсказки и он был в восторге. А еще очень понравилось, что Алиса сама может бросить кубик и сказать на какую клетку ставить + она следит за игроками, чтобы они не нарушали правила!!!, ",True
90,"Классная вечелая игра, играет всей семьей с детьми 2 и 5 лет, 3 варианта игры.  Яркая красочная игра, ",True
91,"Не покупала, но! Глядя на эти карточки не купила бы ребёнку, т.к. слоги разбиты не правильно. Потом будет путанница в головах у детей, когда придёт время учить перенос слова или деление по слогам, правильно же будет кош-ка, а не ко-шка и есть еще варианты с такими же слогами. В остальноя ярко и красиво. , ",True
92,"Карточки хорошие из плотного лакированного картона, но у нас рисунки размазаны, как будто только напечатали и тут же сложили и краска размазалась, на фото видно из 50 карточек 20 вот такие, ",True
93,"Приклеила на стену для удобства,он с удовольствием отрывает липучки(липучки крепкие), и убегает)) ребенку годик,вполне подходит хоть игрушки на елки не большие. Рекомендую, ",True
94,"Скучно. Смысл в том, что кто то постоянно должен рассказывать истории про то, что не боялся чего то.... на один раз игра. Денег своих не стоит., ",True
95,"Интерсная развивающая игра. Можно собирать по инстуркции, можно просто катать машинки и возить в них грузы., ",True
96,"Очень хорошие магниты, плотные. Рекомендую именно эти. Есть с чем сравнить. , ",True
97,"сама ""доска"" бестолковая, мягкая, буквы на ней держатся плохо. но сам набор неплох, много букв, достаточно для составления множетсва слов и даже фраз. буквы хорошо держатся на холодильнике), ",True
98,"Крутая,интересная игра, заставляет мозг шевелить извилинами., ",True
99,"Игра клёвая. Причем подходит и на возраст 2 лет, так и 7 летним. Помимо предложенных стандартных вариантов в инструкции, мы используем как развивашку: 1. ""Кто лишний""(выкладываю, например, карточки 4 животных и 1 птицы). 2. ""Разложи по цветам"". 3. Составь рассказ по предложенным карточкам....вообщем, придумываем каждый раз новый способ игры., ",True
100,"Карточки плотные, персонажей много, плюс усложняется тем, что некоторые персонажи повторяются, но в немного изменённом виде., ",True
101,"Супер игра. У нас много игр этой серии, но новогодняя просто изумительная. Такие яркие и классные рисунки на карточках. , ",True
102,"Отличная игра, играем всей семьей, брали и себе и на подарок, у нас уже несколько вариантов, ",True
103,"Очень интересная, лет с 6 можно играть, особенно классно, если есть смарт-тв и штатив для телефона, тогда на большом экране можно смотреть и всем угадывать., ",True
104,"Заставляет думать над картиками, развивает пространственное восприятие и перспективу. Играли детки 10, 5 и 43 лет., ",True
105,"К качеству исполнения игры вопросов нет. Очень интересная задумка с волшебной морковкой. Но учит считать только до 5. Если возраст до 6 лет, то можно и до 10 сделать. Но об этом можно узнать, разглядывая картинки в описании. А вот с изучением алфавита точно всё печально. Во-первых, игра не предусматривает изучение таких букв русского алфавита как Ë, Щ, Ъ, Ы, Ь. Их просто пропустили. Видимо, потому что букв в Италии меньше, при переводе на русский язык решили не удлиннять гусеницу на 5 букв. А во-вторых, порядок букв совсем нелогичен. Если сильно придираться, то у бабочки, с которой ребенок знакомится с формами круги не круглые и квадраты не квадратные, поэтому вставить в отверстие их можно только в том положении, в котором они были изначально. А как же объяснить ребенку, что у квадрата всё стороны равны?, ",True
106,"Нам подарили игру на день рождения. Очень понравилась, дети от 5 до 8 играют с удовольствием, да и взрослые тоже. Доставать детали не так уж и сложно, есть парочку, над которыми дольше всего сидишь, но справляются даже дети. В общем мы очень довольны), ",True
107,"Всё хорошо, ",True
108,"Общие впечатления на 3. При вскрытии коробки сразу в глаза бросаются не ровно приклеенные домики. Очень пыльные, надо почистить прежде чем дать ребенку. Под пленкой, у некоторых домиках, остался мусор. Заявленный возраст 3+, но ребенок 1.10 очень быстро собрал с первого раза, потом уже не стал играть., ",True
109,"Играли всей семьёй. На внимательность, усидчивость. , ",True
110,"Игра качественная. Но есть много минусов!, ",False
111,"Нам подарили на 2 года. Я думала будет не интересно, так как пирамидки мы собираем уже давно. А вот и нет. Больше двух карточек пока не собираем. Ребенок пока не хочет собирать по картинке. Собирает свое. Нравится. Если совпадает - очень радуется. Дорогая игрушка. Но, если подарят - не отказывайтесь., ",True
112,"Это конечно ужас. Не тратьте деньги на ветер. Во всей колоде 15 вопросов и всё остальное повторы. Думаю такое количество вопросов не стоит этих денег и игра очень быстро закончилась....одно разочарование. Зато стопки одинаковых вопросов даже не знаю по сколько штук(фото прилагаю).... стыдно должно быть производителю!!!!!!!, ",False
113,"Очень достойная настольная игра. Мы брали в дорогу , детям ну очень понравилась . От души рекомендую., ",True
114,"Игрушка интересная, яркая, но запах краски не выветрился даже спустя пару месяцев прветривания на балконе, ",True
115,"2-х летний ребенок справляется, ",True
116,"Нам очент понравилась игра. Качество прекрасное. Приятно играть с хорошими игрушками., ",True
117,"Игра веселая, лёгкая, для компании, не надо долго запоминать правила. Понравилась. Исполнение хорошее., ",True
118,"Играем с сыном 9 лет. Игра интересная, долгая. Правила понятные, но нужно внимательно читать., ",True
119,"Игра из детства, ",True
120,"Это просто пазл. Пазл с планетами хорошего качества. Никакая это не головоломка. В пазл вставляются планеты. Планеты деревянные. Солнце светится. Нужна батарейка (в комплект не взодит). В описании указано , что входит Постер с фактами… это нарисованные планеты рядом с которыми написаны цифры (см фото). догадайтесь сами что это значит ))) 
Цена завышена и очень сильно. 
Написала отзыв,  чтобы покупателю было понятно , что он получит за 3500 р. ))), ",True
121,"Отличная игра, крупные детали, объемные фигуры, автобус, палатки, я взрослый человек сама хочу в нее играть.  Несколько уровней сложности. Как тетрис, две детали ставятся по заданию, остальные надо расположить так что бы все встало на свои места. , ",True
122,"Купил два уровня- 1 и 3. Сын из смешал;) теперь интересно нам обоим!, ",True
