,review,assessment
10,"Взрослые не смогли собрать , лежит и всех бесит 🤣, ",True
11,"Здравствуйте. Общие впечатления самые положительные, игра из детства, только у нас был морской бой. Покупали сыну 4 года, но для него сложно. На упаковке написано от 7 лет, оно и верно. Надеюсь позже будет заинтересован. Но вот взрослые играли с удовольствием. Одно но, крышка от чемоданчика, если заденешь, то падает, соответственно фишки тоже, что неудобно для ребёнка. Поэтому минус одна звезда., ",True
12,"Обалденная игра. Зависли на все выходные. Качество тоже отличное , ",True
13,"Сначала сборник игр произвёл хорошее впечатление, но когда начинаешь играть выясняются «сюрпризы». Например в инструкции о правилах в шахматах написано: посмотрите в интернете. Wtf? Так можно написать на каждую игру и не заморачиваться с печатанием инструкции. О чем собственно производитель подумал и решил к игре Мемополия и Фотовикторина не прикладывать инструкций вообще. По поводу качества игр: поле для шашек и шахмат и сами фигуры можно было ещё меньше сделать??? Понятно, что игра для детей, но они учатся играть со взрослыми и такой mini формат крайне не удобен. Так же в Падающей башне плохо зашлифованы бруски.  Ребёнок все равно доволен, но я как человек заплативший за эту игру крайне возмущена. Эти игры можно было все по отдельности приобрести и вероятность брака была бы ниже, я купилась на упаковку (хранить удобнее). Скупой платит дважды, как минимум шашки с шахматами придётся брать новые., ",False
14,"Хорошая, простая игра для малышей 3-6 лет,  пластиковая лопатка-вертушка добавляет интереса детям, 2 уровня сложности, нам понравилась, сыну 3,7 тоже, играли раз 10 за 2 дня., ",True
15,"Отличная развивающая игра для ребенка 4-5 лет. По моему мнению это лучшая подборка игровых полей в серии пикторин. Ребенку очень нравится., ",True
16,"Хорошая игра, играем с удовольствием. Но в нашей коробке оказался некомплект - не было карточек, увидели только дома. Советую проверять при покупке, я понадеялась, что коробка закрыта и все на месте. , ",True
17,"Геоборд супер. Много карточек с примерами рисунков. Дочке 4,9 увлеклась, да и сама потом без картинок стала фантазировать. Мне тоже интересно, с удовольствием отвлеклась., ",True
18,"Рада покупке, Давно искала шахматы с красивыми фигурами-эти для меня идеальны. Не поленилась и на кассе проверила наличие ссех фигур и правильность комплектации-все отлично. Магниты во всех фигурах, даржат хорошо., ",True
19,"Рисунки отличные, не наклеенные. Но ребенку 5 лет скучные, ",True
20,"Брала игру для себя, играем на работе - счастью нет предела! Мечтала об этой игре с 2010 года и вот - сбылась.
Очень интересные задания, продуманные пути. , ",True
21,"Отличная игра! Гораздо интереснее многих более дорогих (у нас много разных). Одна из самых любимых!, ",True
22,"Раньше брал эту же игру за 529 рублей, потом подарил сестре. Решил снова купить, но подороже мол в коробке, удобно, все дела. Когда открыл, был разочарован. К самому содержимому претензий нет. Ничего не поломано, не порвано, всё содержимое на месте. Но есть претензии к самим картам. Карты маленькие, очень тонкие, не удобно ими играть. Те, что я покупал ранее (за ₽529), больше размером, толще картон, а, соответственно, более плотные, так ещё и в 3 раза дешевле (даже не в 2, а в 3). Не ведитесь на коробку., ",False
23,"Поиграли на ура. Качество отличное, карточки сами пластиковые. Не пожалеете о покупке. Как играть посмотрели на двух видео. Две колоды, синяя недвижимость, красная игровая, деньги и сюрпризы. Раздали по 5 игровых карт каждому, с синей верхнюю открыли, каждому по карте с красной колоды. Каждый делает ставку одновременно или пасует. Кто первый собрал 3 рядя цветовой недвижимости, тот и выиграл. В улу цифра говорит о количестве необходимых карт недвижимости. , ",True
24,"Купила сыну любителю шахмат в дорогу играть, но: 1 разочарование это не узнаваемый фигуры (сами на себя не похожи), 2 в этот же день сломался замок и теперь брать с собой их не возьмешь, ",True
25,"Набор игр достаточно интересный, в нашей семье играли дети всех возрастов, от 6 до 12 лет., ",True
26,"Средне,управлять шариком трудно было девочке 13 лет. На вид пластмасса и крылья такие себе . В общем по мне цена завышена за пластиковую головоломку., ",True
27,"За 50 р достойная игра, ",True
28,"Если дети постоянно шумят,бегают по комнатам,сбивая малышей с ног. Просто купи им Уно и они 1 час спокойно посидят и весело проиграют. Игра для деток школьников., ",True
29,"Может, мы в чем-то не разобрались, но после открытия ждало разочарование. Дешевые белые буквы на полых квадратиках и отдельно полуразрезанный лист с магнитами на поролоне.  Поролон надо вставлять в буквы, он не держится, выпадает, надо придумывать какой-то клей. Надо было пометить, что это набор ""сделай сам"" сомнительного качества.  Игровое поле бумажное, хлипкое., ",False
30,"Качественная бумага купюр, красочные, прорисованы (50,100,200,500,2000,5000). Монеты пластмассовые (1,2,5,10). Монеты 2 и 5 одного размера. По количеству не считала. Коробка с лотками бумажная, думала пластик., ",True
31,"Отличное домино в коробочке. Цена 119 была. , ",True
32,"Отличная игра,играем с детьми с удовольствием.Всем советую.А для деток помладше есть вариант scrable в голубой коробке., ",True
33,"Игра хорошая. Нам понравилась, дети играют с удовольствием. Единственное, что я бы поменяла, буквы и цифры на поле нужно как-то выделить, другим цветом, а то они синие на синем фоне, плохо видно, нужно приглядываться... , ",True
34,"Очень интересная игрушка. Дети 4 и 8 лет запоминают и все верно выставляют.еще прячут детальки и спрашивают, какого животного не хватает. Хорошее изделие без изьянов. Вышла со скидками и бонусами за 300 руб. Идеально, ",True
35,"Задумка у игрушки хорошая. Дочери 3.5, игрушка заинтересовала, задания понятные, интересные, но само исполнение игрушки не очень. Отверстия не совпадают, из за этого не всегда горит лампочка при правильном ответе, приходится в этот момент помогать ребёнку, и выглядит это все как то хлюпенько., ",True
36,"Отличная игрушка для всей семьи , ",True
37,"Доска хорошая, качественная, массивная. Но, вот сами фигуры и шашки хлипкие. Шашки вообще тонюсенькие. Разметки цифро-буквенной нет на доске, если надумаете заниматься шахматами, разучивая  партии, не получится. Внутренняя часть, где шахматы лежат, у меня с одной стороны отошла, неудобно,  мешает, надо клеить или вообще убрать, а фигуры хранить внутри россыпью. , ",True
38,"Хорошая, качественная картинка. Но нет грань которые держали бы квадратики между собой и они выпадают. Чтот очень не удобно, можно легко потерять. В дорогу с собой никуда не возьмешь. Очень расстроена, ждали игрушку как была у меня в детстве, а пришло совсем не то., ",True
39,"В целом задумка игры на развитие мышление,  моторики очень достойна. Взяла дочке на 4 года. Но очень расстроило, что в инструкции есть расхождение в цвете деталей (1шт), при чем темно синяя деталь в инструкции обозначена как фиолетовая??‍♀️  Я специально не брала дешевый вариант такой игры, так как читала что там такое встречается. И каково было мое разочарование, когда я увидела такое в этой игре!((((, ",True
40,"Долго хотела купить и не пожалела, что купила!цена по скидке 449 руб. для такой игры просто отлично!  Ребёнку 5,5 лет заинтересовала, очень мотивирует зелёная лампочка, которая загорается при правильном ответе! Благодаря этой лампочке ребёнок прежде чем соединить ответы думает и радуется когда видит что правильно отвечает.  Качество хорошее, задумка отличная. Для работы нужны 2 батарейки АА в комплект не входят., ",True
41,"Была не внимательна, конечно, но никак не ожидала, что внутри будут не магниты, а наполнитель с магнитным слоем. Пластиковые фишки все в зазубринах, после вставки этой подушечки она вылетает. Количество фишек не соответствует заявленному в инструкции, хоть и не критично для игры. И самое главное (я конечно ориентируюсь на старый советский реально магнитный вариант такой игры) нет полосок для игроков. Куда, спрашивается набрать эти 7 букв, как и где их держать, чтобы другие не видели? Разочарована полностью. Не рекомендую!, ",False
42,"Прекрасная игра, дошкольнику очень понравилась. Если бы листы с заданиями были на плотной бумаге, чтобы постоянно не поправлять при сдвигании, было бы еще лучше. , ",True
43,"Классная игра! Быстрая, лёгкая, весёлая. Взяли дочке (3 года), но чаще играем с мужем 😄, ",True
44,"От старшего ребёнка много лото осталось, но половинок не было. Взяла эти, хотя смутили отзывы, что карточки мол мнутся, рвутся. Открыла и прям обидно за игру. Отличные плотные прозрачные карточки, нормальные карточки поля. У нас много лото, и это очень классное, не уступает более дорогим. Единственное, что для прозрачных карточек нет пакетика или мешочка, чтобы внутри коробки не болтались, как это есть в некоторых версиях лото, но пакетики из икеа в помощь. Сама игра да за 280р просто огонь., ",True
45,"Со своего детства любила такие электронные викторины. Они тогда ещё на КБС-ках были. Одно время их не было совсем. Дочери не удалось купить.Очень обрадовалась, когда увидела для внука. Купила на именины! Ребятишки собрались, взрослые, кто помнил - восхищению не было предела! И радость встречи с любимой игрой, и новые красивые карты. Их подбор - ВСЁ! Кроме пустяка - разводка была бракованная. Описание животных или вопросов вело к неверным ответам.Пришлось вернуть в магазин. Если не только наша игра, а вся партия такая, придётся ждать, когда привезут другую. Пока взять ещё раз не рискнули, так как в магазине при покупке проверить нельзя. Только после оплаты. Ну пенсия не резиновая. Возврат через несколько дней. Купили другую игру., ",True
46,"как обычно - не может быть все удачно, если совместить 3 игры., ",True
47,"Карточки реалистичные,но пришлось потратить 40мин,чтоб на обратной стороне подписать всех и кто к чему относится. Покупала за 130р,впринципе для игры норм,но если бы подписи были заводские-удобнее было б однозначно. Нашла названия всех животных на офиц.сайте.
Город: люди, собаки, кошки, голуби
Ферма: коза, свинья, корова, куры
Лес: белка, заяц, лиса, медведь
Река: рак, лягушка, щука, бобёр
Пустыня: верблюд, тушканчик, ящерица, черепаха
Джунгли: леопард, тукан, броненосец, опоссум
Саванна: слон, жираф, антилопа, зебра
Прерии: сурок, гремучая змея, птица-секретарь, луговая собачка.
Арктическая пустыня:белый медведь, морж, морской котик, песец
Австралия: страус, утконос, кенгуру, ехидна., ",True
48,"Игра в мини-формате. 
Можно начинать играть с 3.6 лет вполне, придумав самим простейшие варианты заданий, используя несколько машин(например). 
Либо начиная с уровня новичок. 
Начиная от простого - к сложному. 
Главное показывать ребёнку, что машинки нужно двигать вперёд-назад, а не вытаскивать 🙂😃
Игра прекрасная, дайте папам, им понравится. 

, ",True
49,"Купили месяц назад , дети с увличением играют . Качество игры выше всех похвал. Можно играть в любом возрасте. На долго хватит,много уровней.Спасибо., ",True
50,"Прекрасная игра на логику и мышление. Несколько уровней сложности. Купили ребёнку 12 лет, с некоторыми уровнями с трудом справился папа. Небольшой размер - можно взять в дорогу, качественное исполнение. Лучшее средство для отвлечения от гаджетов!, ",True
51,"Заказывала товар ребёнку на день рождения. Хотели не простой и качественный деревянный набор. Я опишу подробно,  а вы решите стоит ли он этих денег. Шахматные фигуры деревянные,  но очень маленькие.  Шашки пластик. Сама доска обклеена бумагой,  поэтому не  понятно на сколько этот рельно дерево, а не фанера сложно судить. На поле видно, что при облейке туда попадала пыль и за счет этого мелкие бугорки образовались.  Края доски уже стёрты в новом. Не могут такого качества шахматы стоить 2600, ",False
52,"Отличная игра, яркая, красочная. Покупали ребенку на подарок.  Теперь играем, всей семьей, ",True
53,"Интерсная развивающая игра. Можно собирать по инстуркции, можно просто катать машинки и возить в них грузы., ",True
54,"сама ""доска"" бестолковая, мягкая, буквы на ней держатся плохо. но сам набор неплох, много букв, достаточно для составления множетсва слов и даже фраз. буквы хорошо держатся на холодильнике), ",True
55,"По опыту играть можно намного раньше (в 10 лет слишком просто) сразу после лото-домино., ",True
56,"Отличная игра, играем всей семьей, брали и себе и на подарок, у нас уже несколько вариантов, ",True
57,"Мой сын в 8 лет любит покрутить листочки из этого блокнота. Удобно, что можно оторвать лист и взять с собой, подумать, например, в дороге. Мне и самому нравится. Рекомендую!!!  Купил 2 части. Ещё бы третью выпустили бы...., ",True
58,"Заставляет думать над картиками, развивает пространственное восприятие и перспективу. Играли детки 10, 5 и 43 лет., ",True
59,"Нам подарили игру на день рождения. Очень понравилась, дети от 5 до 8 играют с удовольствием, да и взрослые тоже. Доставать детали не так уж и сложно, есть парочку, над которыми дольше всего сидишь, но справляются даже дети. В общем мы очень довольны), ",True
60,"Игра очень увлекательная. Ребенок играл в садике, это была его самая любимая игра. Он просил домой такую же. Пошли в ыикспрайс и купили такую же игру за 200руб., только вместо щенка там сидит пингвиненок., ",True
61,"Игра безумно интересная! Играли в неё 2 дня. Некоторые загадки ну ооочень сложные даже для взрослых, но на сайте игры можно получить подсказки и ответы.  За 2 игры не открыли всё карточки и локации, с радостью сыграем ещё.  Качество на высшем уровне, открываешь коробку и сразу погружаешься в атмосферу игры. , ",True
62,"Игра качественная. Но есть много минусов!, ",False
63,"Нам подарили на 2 года. Я думала будет не интересно, так как пирамидки мы собираем уже давно. А вот и нет. Больше двух карточек пока не собираем. Ребенок пока не хочет собирать по картинке. Собирает свое. Нравится. Если совпадает - очень радуется. Дорогая игрушка. Но, если подарят - не отказывайтесь., ",True
64,"Очень достойная настольная игра. Мы брали в дорогу , детям ну очень понравилась . От души рекомендую., ",True
65,"Не хватает фантазии придумывать интересные ассоциации 😅, ",True
66,"Супер! Отличная игра, сложить в коробку правильно - тоже ребус), ",True
67,"Купили дочери игру в 4года . Сейчас ей 7, до сих пор собираем всю серию данных мемополий. Игры интересные, поучительные. Нравится старшей, теперь и младшую  (3 года) учит в них играть. Да и сама я с удовольствием играю) Например, мемополия про космос открыла для много интересных фактов!, ",True
68,"Огромное спасибо создателям игры. Все досочки прекрасно оттесаны, ровные, гладкие, приятно держать в руках. Чистые цвета, глянцевые поверхности. Детали хорошо ложатся и двигаются. Родителям очень советую ознакомиться как играть, например на видео у В. Паевской. Важно уметь правильно давать игрушку, чтоб ребёнку по своему возрасту было по силам и не расстраивался, складывать от простого к сложному.Это первый уровень игры. Игра пригодится надолго. Советую., ",True
69,"Игра зашла на УРА!!! с первого раза (когда ещё и правила толком не запомнили). Интересно, весело, непредсказуемо для всех возрастов. Привлекательна игра и тем, что раунд не затягивается, что хорошо, когда в доме есть непоседы вроде моей дочи  - ещё и поэтому она с радостью играет. Отдельное спасибо за то, что пакетик не одноразовый, и в нем удобно хранить карты и кубик. Советую однозначно., ",True
70,"Очень интересная игра для ребенка. Увлекает. Можно играть не по заданиям, а как в ролевую игру. В комплекте книжка со сказкой Красная шапочка без текста - ребёнок сам по рисункам рассказывает сказку. Игра будет интересна детям 3-5 лет, хотя и наши старшие дети 7 и 9 лет тоже играют с интересом. , ",True
71,"Ребёнок берёт в школу играть на перемене. Нет обозначения для ""дамок"" в шашках, не удобно, когда шашку переворачиваешь - она чёрная, если ""дамки"" есть у обоих игроков, то вообще уже не понятно где чья. Можно взять например более мелкие шашки - которые предназначены для нард. Но не понятно, что мешало продумать ситуацию с ""замками"", поставили бы просто точки разных цветов на обратной стороне шашки. , ",True
72,"Отличная игра. Все детальки выполнены аккуратно, хорошо обработаны, яркие. 
Ребёнок играет в удовольствие, ",True
73,"Игра понравилась детям)) и 7-летнему, и 2-летнему., ",True
74,"Отличная игра, крупные детали, объемные фигуры, автобус, палатки, я взрослый человек сама хочу в нее играть.  Несколько уровней сложности. Как тетрис, две детали ставятся по заданию, остальные надо расположить так что бы все встало на свои места. , ",True
75,"Купил два уровня- 1 и 3. Сын из смешал;) теперь интересно нам обоим!, ",True
76,"Интересная игра на память и внимание. Подойдёт детям от 3х лет и взрослые играют с удовольствием. Затягивает. Имеет звуковое сопровождение. Цель повторить кнопку цвета и количество нажатий этого цвета. Начинается с одного цвета,а потом добавляются все с разным количеством нажатии., ",True
77,"Игра супер. Интересно ребёнку 8 лет и взрослому. Спасибо. , ",True
78,"Классная игра, ",True
79,"Ещё в старой упаковке, но уже от СпинМастер с новым логотипом. До такого был без маркировки СпинМастер в другой коробке и другим лого (кубик в центре, а не просто надпись Рубикс) с подставкой уже без наклеек - в остальном крутится и выглядит так же как он. А вот до того ещё был вариант с наклейками - очень не очень для лицензионного кубика - и скрипел и наклейки загибались. У этого же артикул 6062938 - подставка треугольная пластиковая есть в комплекте. В новых коробках от СпинМастер, где кубик плотно облегает пластиком по граням - новый вариант от СпинМастер... вроде завод сменился или просто переработали механизм и дизайн - внутри есть скошенные кубики, а сами тайлы цветные чуть меньше размером т.е. черного пластика вокруг больше. Ну и нет подставки - внизу в картоне просто пусто. Так что кому нужен более классический кубик с подставкой, то берите именно 6062938 пока имеется везде в продаже пусть он чуть и дороже - скоро не будет., ",True
80,"Интересная игра, увлекательная и понятная. Играют все от мала до велика, ",True
81,"Нашей семье понравилось, играем от мала до велика, очень увлекательное занятие. , ",True
82,"Идея отличная. Что-то подобное было и в моем детстве. Единственное качество какое-то одноразовое.хлипкая конструкция. А так очень интересно... Сломалась моментально, ",False
83,"Классная игра на логику, кажется, всё так просто, но пораскинуть мозгами придётся, советую приобрести, не заскучаете ни вы, ни ребенок, ",True
84,"Отличная игра для тренировки памяти, ",True
85,"Отличная игра, множество вариаций, с дочкой 5ти лет играем очень развивательно. Монетки классные как настоящие. Очень  интересная задумка мобильной игры в коробочке. Можно брать с собой ), ",True
86,"Игра небольшая по габаритам. Поле, куда вставляется буква, с бортиками. То есть, буква не съедет. Очень удобная, правила описаны в доступном  формате, ",True
87,"Купили со скидкой за 329 руб, ",True
88,"Игра понравилась. Своих денег со скидкой стоит. Немного не понравилась крышка, которую обязательно нужно придерживать или полностью раскладывать. Рисунки могли бы быть и симпатичнее, более реалистичные что ли.., ",True
89,"Играем с дочкой вдвоем. Я почему-то всегда банкрот 😁, ",True
90,"Супер игра! Играем с дочкой, ей 6 лет. Вся семья любит этот мультик и игра тоже интересная и классная, рекомендую!, ",True
91,"Офигенная игра. Для 4,5 лет не понятно немного, от 6 лет, думаю, отлично. Вся игра из хорошего пластика, фишки крупные.  Купила всего за 99 руб., ",True
92,"Хорошая. Картинки реалистичные, как на коробке, размером с игральные карты. Можно и для малышей 1+ использовать., ",True
93,"Игра очень нравится моему сыну. Начали играть в 2.1 с первого уровня, сейчас сыну  3.3 года играем карточками 4 уровня. Так же прошлой зимой и сейчас в ходу ""я леплю снеговичка"" из этой серии. Но, она сложнее поэтому снеговичков рекомендую всё же с 3х, ",True
94,"Неплохая игра, но детям 6 и 10 лет быстро наскучила. Хотя в отзывах писали, ято занимательно и для взрослых. Было интересно только собрать фигуры назад в деревянный поддон. Не с 1-го раза получилось. Купила за 225 за вычетом бонусов, промо-кодов и акций, ",True
95,"Малышке, 2 года очень понравился зайчик ) играет с удовольствием) фигуры изготовлены качественно ), ",True
96,"Многофункциональность - это ""конёк"" фабрики ""Алатойс"") Детей можно занять на длительное время.  Расскажу в какие игры можно играть: 1. «Знакомимся с буквами»Цель: закрепление в памяти образа и названия букв, развитие зрительного внимания, мелкой моторики; 2.«Сложи слово» цель: учить составлять и читать слова, развивать зрительное внимание, мелкую моторику; 3.«Прочитай слово» цель: тренировка навыка чтения, развитие зрительного внимания, памяти; 4.	«Исправь ошибку» Цель: развитие зрительного внимания, мышления, тренировка мелкой моторики (ребёнок выкладывает слово, закрывает глаза, а Вы меняете 1 или несколько букв после чего ребёнок должен найти ошибку и исправить); 5. «Знакомимся с цифрами» цель: закрепление в памяти образа и названия цифр, развитие зрительного внимания, мелкой моторики; 6. «Учимся считать» цель: тренировать навык прямого и обратного счёта, развитие зрительного внимания, мелкой моторики; 7. «Сначала-потом», ""Перед-после""Цель: развитие слуховой памяти, закрепление названий цифр и букв, тренировка мелкой моторики; 8. «Чего не стало?» (продолжение игры «Сначала-потом») цель: развитие зрительной памяти, закрепление названий цифр и букв; 9. «Решаем примеры» цель: учить решать примеры, развивать зрительное внимание и мелкую моторику., ",True
97,"Покупали шар головоломку, намного интереснее и всю дистанцию видноВ квадрате же не видно куда катить шар , шар мелкий, его плохо видно Кто думает о покупке такого куба, подумайте насчёт шара , он в тысячу раз удобнее Была бы возможность , вернула бы сразу в магазин этот куб ?, ",False
98,"Очень классная игра. Дочке 5 лет , играем всей семьей. Если на какие то вопросы не знает ответы, запоминает!, ",True
99,"Покупала по рекомендации, что именно у этого производителя качественно сделано. В итоге разочарована! Не все детали хорошо прокрашены, а штырьки сверху вообще плохо сделаны (неровная поверхность, легко подцепить занозу!). Такое ощущение, что для рекламы производитель присылает идеальные образцы, а не те, что в продаже. Уже второй раз разочаровывает качество этого производителя, ",True
100,"Сначала не поняли, что так легко то🤣 а когда на страницу эксперта перелистнули, тут уже всей семьёй сидели собирали 😁, ",True
101,"Брали, ребенок сидит по долгу занимаеться. Процес нравиться. , ",True
102,"Яркий красивый ,но зачем нарисовали фигурки на доске как складывать зачем, в чем тогда сложность,даже думать не надо., ",True
103,"Купила думала как раньше были. А картинка вся вываливается по квадратикам, смысл тогда., ",False
104,"Качество отличное. Мало вариантов игры с ребенком , ",True
105,"Отличная игра!
Цена очень порадовала, упаковка в норме., ",True
106,"В целом хороший набор. Ребенку 2г понравилось, но уже очень легко. Лучше бы купила подороже, но с магнитными основами, а то здесь все фишки съезжают при малейшем движении. Пришлось купить комплект липучек и самой уже доработать., ",True
107,"Для ребёнка 6 лет слишком простая. Обрадовало только, что на скорость-хоть какой-то азарт. Качество, конечно, отменное. За 800 рублей неплохо, за полную стоимость- так себе игра. Для детей лет 4-5 будет, думаю, интересно., ",True
108,"Интересная головоломка Увлекает надолго и детей и взрослых. Брали в поезд полчаса тишины))) мало места много эмоций рекомендую ??, ",True
109,"Хорошие, интресные карты, но значительно тоньше, чем те, которые мы покупали с полем. Разница в том, в тех есть орг.стекло, а в этих нет.
В мыслях даже не было посмотреть на такую деталь. Думала, что все карточки будут одинаковые.
На фото видно, что на одних есть отлебск от ламны, а на другой почти нет. На которых видно - это та самая колода «пандора», ",True
110,"Идея игрушки естественно прекрасна) , ",True
111,"хорошие карточки. купили как допкомплект для диксит., ",True
112,"Классика бндибон. Качество,как всегда, на высоте, ",True
113,"Выбрала как подарок племяннику на 10 лет. Оказывается ему очень понравилпсь данная игра, и он ей был очень  рад! Игра понятна, всё доступно описано. На подарок не плохой вариант) , ",True
114,"Крепкие магниты. Держатся хорошо. Для мальчишек! Можно играть на магнитных планшетах харди гарди, а можно на холодильнике. Лайфхак: не выбрасывайте планшет с силуэтами, когда выдавите машины — это может быть отличный сортер или трафарет для рисовалок)) , ",True
115,"Несоответствие картинки и самого товара. Фишки сделаны из дешевого пластика. Цифры нанесены просто поверхностно, а не углублены. Производитель изменил игру, но при этом оставив прошлую упаковку - по сути это обман., ",False
116,"Ребенку 6лет игра очень нравится. Качественно все сделано.приятно держать в руке. Задания интересные. Маркер ленко стирается влажной салфеткой, потом  можно снова решать/проходить задания.Брала по акции за 399 руб., ",True
117,"Хотела взять бондибон, но цена ровно вдвое выше со всеми скидками. Потом в ютубе увидела поле и поняла, что это ровно та же игра, но без громкого имени. Из сюризов - инструкция на китайском. Но всё понятно - пятнашки все играли. Качество прекрасное. Небольшое поле, приличный пластик, запаха нет, зазубрин тоже. Те же 60 заданий, что и у дорогой марки. , ",True
118,"Очень долго ждал малыш! И вот он ! Хорошая игрушка. Иногда и сами в руках повертеть не прочь.., ",True
119,"Очень понравилась,играем с ребенком, ",True
120,"Простая, но очень красивая головоломка. В коллекцию самое-то. , ",True
121,"Прекрасное лото, покупала раньше лото ""овощи"" и ""алфавит"", в них были большие, удобные мешочки, тут такой мешок, что просто ужас, туда еле как помещаются карточки, завязки не завязать, фишки вываливаются. Поэтому минус звезду. , ",True
122,"Идея хорошая, наряды красивые. Но качество магнитов ужасное, вообще не держатся на кукле. Прорезано всё очень плохо. , ",True
123,"Игра интересная, на внимательность и реакцию. Карточки тонкие, сразу оклеила скотчем, чтобы дольше послужили, а кубики покрыла лаком, тк скорее всего быстро сотрется рисунок. За свою цену отлично. Очень нравится жестяная коробочка. , ",True
124,"замечательный набор, не пронумерованы клетки, ",True
125,"Вообщем - хорошое издание Монополии, только жаль, что правила не изменили, я думаю, что можно было что нибудь придумать, но мне всё равно нравится 👍  
, ",True
126,"Ребенку очень понравилось, интересная задумка, необычная, развивает восприятие объемов, ",True
127,"Качество игры очень понравилось,то что за такую цену диадемки на голову сделаны из очень приятного пластика,не бумага.Играем всей семьёй, ребёнку 6 лет игра очень нравится. Немного просвечивают карточки,если на свет одеваешь,но не критично., ",True
128,"Хорошее качество исполнения, приятный пластик, приятные цвета. Отличное сочетание в игре развивающего элемента и игрушки! Просто так собирать задания ребенку было бы не интересно. Но дочка очень втянулась, потому что есть главные герои-кошки и мышки!) Суть игры-тетрис, но есть значительные усложнения! На вид все очень просто, но это только на вид. Есть над чем поломать голову. Дочке 3,5 года собирает уровень ""новичок"" с некоторыми подсказками., ",True
129,"симпатичная головоломка. не сложная, что дает возможность ребенку самому постараться и собрать и получить в итоге игрушку, ",True
130,"Подогнал по размеру и распечатал на фотобумаге цифры и нормальные буквы и приклеил в поля скотчем, да фишки маленькие и падают, но взял и обрезал коктейльную трубку на два части и положил в два поля каждому игроку. Трубкой удобно доставать упавшие фишки. Да, и колличество кораблей не как мы приввкли, но на коробке и не написано, что игра классическая. В целом же смысл игры сохранён. С детьми играем с удовольствием., ",True
131,"Фигурки пластмассовые
Доска при первом же использовании раскрутилась. 
Без коробки, пришли в обычном пакете. Своих денег не стоит, ",True
132,"Игра очень понравилась. Отлично развивает ребенка 2,5 лет., ",True
133,"Качество отвратительное, ",False
